R,xF,F_mol_s,xD,Qreb_kW
1.90526,0.278947,36.11111111111112,0.747456,1404.47
1.90526,0.318421,36.11111111111112,0.787901,1411.67
1.90526,0.357895,36.11111111111112,0.82143,1419.01
1.90526,0.397368,36.11111111111112,0.849387,1426.48
1.90526,0.436842,36.11111111111112,0.872788,1434.08
1.90526,0.476316,36.11111111111112,0.892416,1441.79
1.90526,0.515789,36.11111111111112,0.908886,1449.6
1.90526,0.555263,36.11111111111112,0.92269,1457.52
1.90526,0.594737,36.11111111111112,0.934231,1465.53
1.90526,0.634211,36.11111111111112,0.943849,1473.61
1.90526,0.673684,36.11111111111112,0.951839,1481.77
1.90526,0.713158,36.11111111111112,0.958458,1490.0
1.90526,0.752632,36.11111111111112,0.963935,1498.29
1.90526,0.792105,36.11111111111112,0.968468,1506.63
1.90526,0.831579,36.11111111111112,0.972228,1515.03
1.90526,0.871053,36.11111111111112,0.975359,1523.47
1.90526,0.910526,36.11111111111112,0.977981,1531.96
1.90526,0.95,36.11111111111112,0.980188,1540.48
2.12632,0.2,36.11111111111112,0.664081,1423.6
2.12632,0.239474,36.11111111111112,0.725799,1430.01
2.12632,0.278947,36.11111111111112,0.775741,1436.58
2.12632,0.318421,36.11111111111112,0.816505,1443.31
2.12632,0.357895,36.11111111111112,0.849971,1450.18
2.12632,0.397368,36.11111111111112,0.87752,1457.19
2.12632,0.436842,36.11111111111112,0.900186,1464.33
2.12632,0.476316,36.11111111111112,0.918757,1471.59
2.12632,0.515789,36.11111111111112,0.93386,1478.95
2.12632,0.555263,36.11111111111112,0.946021,1486.42
2.12632,0.594737,36.11111111111112,0.955706,1493.97
2.12632,0.634211,36.11111111111112,0.963349,1501.61
2.12632,0.673684,36.11111111111112,0.969348,1509.33
2.12632,0.713158,36.11111111111112,0.974054,1517.11
2.12632,0.752632,36.11111111111112,0.977762,1524.96
2.12632,0.792105,36.11111111111112,0.980707,1532.87
2.12632,0.831579,36.11111111111112,0.983072,1540.83
2.12632,0.871053,36.11111111111112,0.984994,1548.83
2.12632,0.910526,36.11111111111112,0.986573,1556.88
2.12632,0.95,36.11111111111112,0.987888,1564.96
2.34737,0.2,36.11111111111112,0.690134,1453.63
2.34737,0.239474,36.11111111111112,0.753164,1459.6
2.34737,0.278947,36.11111111111112,0.803797,1465.75
2.34737,0.318421,36.11111111111112,0.844732,1472.05
2.34737,0.357895,36.11111111111112,0.877885,1478.5
2.34737,0.397368,36.11111111111112,0.90463,1485.09
2.34737,0.436842,36.11111111111112,0.925973,1491.81
2.34737,0.476316,36.11111111111112,0.942698,1498.66
2.34737,0.515789,36.11111111111112,0.955504,1505.62
2.34737,0.555263,36.11111111111112,0.96509,1512.68
2.34737,0.594737,36.11111111111112,0.972158,1519.83
2.34737,0.634211,36.11111111111112,0.977353,1527.07
2.34737,0.673684,36.11111111111112,0.981202,1534.39
2.34737,0.713158,36.11111111111112,0.984098,1541.78
2.34737,0.752632,36.11111111111112,0.986319,1549.23
2.34737,0.792105,36.11111111111112,0.988057,1556.73
2.34737,0.831579,36.11111111111112,0.989442,1564.29
2.34737,0.871053,36.11111111111112,0.990566,1571.89
2.34737,0.910526,36.11111111111112,0.991492,1579.54
2.34737,0.95,36.11111111111112,0.992266,1587.23
2.56842,0.2,36.11111111111112,0.716079,1481.03
2.56842,0.239474,36.11111111111112,0.780347,1486.6
2.56842,0.278947,36.11111111111112,0.831531,1492.35
2.56842,0.318421,36.11111111111112,0.872377,1498.26
2.56842,0.357895,36.11111111111112,0.904755,1504.33
2.56842,0.397368,36.11111111111112,0.929939,1510.54
2.56842,0.436842,36.11111111111112,0.948878,1516.89
2.56842,0.476316,36.11111111111112,0.962514,1523.37
2.56842,0.515789,36.11111111111112,0.971963,1529.96
2.56842,0.555263,36.11111111111112,0.978401,1536.66
2.56842,0.594737,36.11111111111112,0.982824,1543.45
2.56842,0.634211,36.11111111111112,0.985938,1550.32
2.56842,0.673684,36.11111111111112,0.988198,1557.28
2.56842,0.713158,36.11111111111112,0.98989,1564.3
2.56842,0.752632,36.11111111111112,0.991192,1571.38
2.56842,0.792105,36.11111111111112,0.992219,1578.52
2.56842,0.831579,36.11111111111112,0.993047,1585.72
2.56842,0.871053,36.11111111111112,0.993726,1592.95
2.56842,0.910526,36.11111111111112,0.994293,1600.24
2.56842,0.95,36.11111111111112,0.994772,1607.56
2.78947,0.2,36.11111111111112,0.741898,1506.11
2.78947,0.239474,36.11111111111112,0.807293,1511.32
2.78947,0.278947,36.11111111111112,0.858801,1516.71
2.78947,0.318421,36.11111111111112,0.899094,1522.27
2.78947,0.357895,36.11111111111112,0.929827,1527.98
2.78947,0.397368,36.11111111111112,0.952086,1533.86
2.78947,0.436842,36.11111111111112,0.967083,1539.87
2.78947,0.476316,36.11111111111112,0.976603,1546.02
2.78947,0.515789,36.11111111111112,0.982567,1552.28
2.78947,0.555263,36.11111111111112,0.986408,1558.64
2.78947,0.594737,36.11111111111112,0.988997,1565.1
2.78947,0.634211,36.11111111111112,0.990823,1571.64
2.78947,0.673684,36.11111111111112,0.992166,1578.26
2.78947,0.713158,36.11111111111112,0.993187,1584.94
2.78947,0.752632,36.11111111111112,0.993987,1591.69
2.78947,0.792105,36.11111111111112,0.994628,1598.5
2.78947,0.831579,36.11111111111112,0.995153,1605.35
2.78947,0.871053,36.11111111111112,0.995589,1612.26
2.78947,0.910526,36.11111111111112,0.995957,1619.2
2.78947,0.95,36.11111111111112,0.996272,1626.19
3.01053,0.2,36.11111111111112,0.767563,1529.17
3.01053,0.239474,36.11111111111112,0.833919,1534.04
3.01053,0.278947,36.11111111111112,0.885364,1539.1
3.01053,0.318421,36.11111111111112,0.924251,1544.33
3.01053,0.357895,36.11111111111112,0.95178,1549.74
3.01053,0.397368,36.11111111111112,0.969269,1555.31
3.01053,0.436842,36.11111111111112,0.979399,1561.02
3.01053,0.476316,36.11111111111112,0.985202,1566.86
3.01053,0.515789,36.11111111111112,0.988704,1572.82
3.01053,0.555263,36.11111111111112,0.990968,1578.87
3.01053,0.594737,36.11111111111112,0.992522,1585.02
3.01053,0.634211,36.11111111111112,0.993646,1591.25
3.01053,0.673684,36.11111111111112,0.99449,1597.56
3.01053,0.713158,36.11111111111112,0.995147,1603.94
3.01053,0.752632,36.11111111111112,0.99567,1610.38
3.01053,0.792105,36.11111111111112,0.996096,1616.88
3.01053,0.831579,36.11111111111112,0.996449,1623.42
3.01053,0.871053,36.11111111111112,0.996747,1630.01
3.01053,0.910526,36.11111111111112,0.997001,1636.65
3.01053,0.95,36.11111111111112,0.99722,1643.33
3.23158,0.2,36.11111111111112,0.793036,1550.44
3.23158,0.239474,36.11111111111112,0.860094,1555.0
3.23158,0.278947,36.11111111111112,0.910798,1559.75
3.23158,0.318421,36.11111111111112,0.946729,1564.7
3.23158,0.357895,36.11111111111112,0.96886,1569.82
3.23158,0.397368,36.11111111111112,0.980613,1575.12
3.23158,0.436842,36.11111111111112,0.986708,1580.55
3.23158,0.476316,36.11111111111112,0.990125,1586.11
3.23158,0.515789,36.11111111111112,0.992231,1591.78
3.23158,0.555263,36.11111111111112,0.993634,1597.55
3.23158,0.594737,36.11111111111112,0.994627,1603.41
3.23158,0.634211,36.11111111111112,0.995363,1609.36
3.23158,0.673684,36.11111111111112,0.99593,1615.38
3.23158,0.713158,36.11111111111112,0.996378,1621.47
3.23158,0.752632,36.11111111111112,0.99674,1627.62
3.23158,0.792105,36.11111111111112,0.99704,1633.83
3.23158,0.831579,36.11111111111112,0.997292,1640.09
3.23158,0.871053,36.11111111111112,0.997505,1646.4
3.23158,0.910526,36.11111111111112,0.99769,1652.75
3.23158,0.95,36.11111111111112,0.99785,1659.15
3.45263,0.2,36.11111111111112,0.818264,1570.11
3.45263,0.239474,36.11111111111112,0.885603,1574.38
3.45263,0.278947,36.11111111111112,0.934338,1578.86
3.45263,0.318421,36.11111111111112,0.964882,1583.55
3.45263,0.357895,36.11111111111112,0.980199,1588.43
3.45263,0.397368,36.11111111111112,0.987289,1593.47
3.45263,0.436842,36.11111111111112,0.99091,1598.64
3.45263,0.476316,36.11111111111112,0.993009,1603.93
3.45263,0.515789,36.11111111111112,0.994354,1609.34
3.45263,0.555263,36.11111111111112,0.995282,1614.84
3.45263,0.594737,36.11111111111112,0.995957,1620.44
3.45263,0.634211,36.11111111111112,0.996469,1626.11
3.45263,0.673684,36.11111111111112,0.99687,1631.87
3.45263,0.713158,36.11111111111112,0.997192,1637.7
3.45263,0.752632,36.11111111111112,0.997456,1643.58
3.45263,0.792105,36.11111111111112,0.997677,1649.53
3.45263,0.831579,36.11111111111112,0.997864,1655.53
3.45263,0.871053,36.11111111111112,0.998024,1661.57
3.45263,0.910526,36.11111111111112,0.998163,1667.66
3.45263,0.95,36.11111111111112,0.998285,1673.79
3.67368,0.2,36.11111111111112,0.843167,1588.36
3.67368,0.239474,36.11111111111112,0.910072,1592.37
3.67368,0.278947,36.11111111111112,0.954701,1596.61
3.67368,0.318421,36.11111111111112,0.977494,1601.07
3.67368,0.357895,36.11111111111112,0.986917,1605.72
3.67368,0.397368,36.11111111111112,0.991159,1610.51
3.67368,0.436842,36.11111111111112,0.99342,1615.44
3.67368,0.476316,36.11111111111112,0.994794,1620.48
3.67368,0.515789,36.11111111111112,0.995709,1625.64
3.67368,0.555263,36.11111111111112,0.996358,1630.91
3.67368,0.594737,36.11111111111112,0.996842,1636.25
3.67368,0.634211,36.11111111111112,0.997216,1641.69
3.67368,0.673684,36.11111111111112,0.997513,1647.2
3.67368,0.713158,36.11111111111112,0.997755,1652.78
3.67368,0.752632,36.11111111111112,0.997956,1658.42
3.67368,0.792105,36.11111111111112,0.998125,1664.12
3.67368,0.831579,36.11111111111112,0.998269,1669.87
3.67368,0.871053,36.11111111111112,0.998393,1675.67
3.67368,0.910526,36.11111111111112,0.998502,1681.51
3.67368,0.95,36.11111111111112,0.998597,1687.4
3.89474,0.2,36.11111111111112,0.86762,1605.35
3.89474,0.239474,36.11111111111112,0.932837,1609.12
3.89474,0.278947,36.11111111111112,0.970324,1613.15
3.89474,0.318421,36.11111111111112,0.985179,1617.41
3.89474,0.357895,36.11111111111112,0.990836,1621.84
3.89474,0.397368,36.11111111111112,0.993505,1626.4
3.89474,0.436842,36.11111111111112,0.995009,1631.09
3.89474,0.476316,36.11111111111112,0.995963,1635.91
3.89474,0.515789,36.11111111111112,0.996619,1640.83
3.89474,0.555263,36.11111111111112,0.997096,1645.86
3.89474,0.594737,36.11111111111112,0.997458,1650.97
3.89474,0.634211,36.11111111111112,0.997743,1656.18
3.89474,0.673684,36.11111111111112,0.997971,1661.46
3.89474,0.713158,36.11111111111112,0.998159,1666.81
3.89474,0.752632,36.11111111111112,0.998317,1672.22
3.89474,0.792105,36.11111111111112,0.99845,1677.69
3.89474,0.831579,36.11111111111112,0.998565,1683.22
3.89474,0.871053,36.11111111111112,0.998664,1688.79
3.89474,0.910526,36.11111111111112,0.998751,1694.4
3.89474,0.95,36.11111111111112,0.998828,1700.06
4.11579,0.2,36.11111111111112,0.891419,1621.19
4.11579,0.239474,36.11111111111112,0.952778,1624.75
4.11579,0.278947,36.11111111111112,0.980645,1628.6
4.11579,0.318421,36.11111111111112,0.989681,1632.66
4.11579,0.357895,36.11111111111112,0.993224,1636.87
4.11579,0.397368,36.11111111111112,0.99501,1641.22
4.11579,0.436842,36.11111111111112,0.99607,1645.7
4.11579,0.476316,36.11111111111112,0.996766,1650.29
4.11579,0.515789,36.11111111111112,0.997257,1655.0
4.11579,0.555263,36.11111111111112,0.997622,1659.81
4.11579,0.594737,36.11111111111112,0.997903,1664.71
4.11579,0.634211,36.11111111111112,0.998127,1669.7
4.11579,0.673684,36.11111111111112,0.998308,1674.77
4.11579,0.713158,36.11111111111112,0.998459,1679.9
4.11579,0.752632,36.11111111111112,0.998585,1685.1
4.11579,0.792105,36.11111111111112,0.998694,1690.36
4.11579,0.831579,36.11111111111112,0.998787,1695.67
4.11579,0.871053,36.11111111111112,0.998868,1701.03
4.11579,0.910526,36.11111111111112,0.99894,1706.43
4.11579,0.95,36.11111111111112,0.999004,1711.87
4.33684,0.2,36.11111111111112,0.914212,1636.0
4.33684,0.239474,36.11111111111112,0.968456,1639.38
4.33684,0.278947,36.11111111111112,0.986838,1643.07
4.33684,0.318421,36.11111111111112,0.992407,1646.94
4.33684,0.357895,36.11111111111112,0.994764,1650.94
4.33684,0.397368,36.11111111111112,0.996029,1655.08
4.33684,0.436842,36.11111111111112,0.996811,1659.36
4.33684,0.476316,36.11111111111112,0.997341,1663.75
4.33684,0.515789,36.11111111111112,0.997722,1668.25
4.33684,0.555263,36.11111111111112,0.99801,1672.86
4.33684,0.594737,36.11111111111112,0.998235,1677.56
4.33684,0.634211,36.11111111111112,0.998415,1682.35
4.33684,0.673684,36.11111111111112,0.998563,1687.22
4.33684,0.713158,36.11111111111112,0.998686,1692.15
4.33684,0.752632,36.11111111111112,0.998791,1697.15
4.33684,0.792105,36.11111111111112,0.99888,1702.21
4.33684,0.831579,36.11111111111112,0.998958,1707.32
4.33684,0.871053,36.11111111111112,0.999026,1712.48
4.33684,0.910526,36.11111111111112,0.999086,1717.68
4.33684,0.95,36.11111111111112,0.99914,1722.92
4.55789,0.2,36.11111111111112,0.93539,1649.88
4.55789,0.239474,36.11111111111112,0.979145,1653.12
4.55789,0.278947,36.11111111111112,0.990533,1656.65
4.55789,0.318421,36.11111111111112,0.994152,1660.32
4.55789,0.357895,36.11111111111112,0.995812,1664.13
4.55789,0.397368,36.11111111111112,0.99675,1668.08
4.55789,0.436842,36.11111111111112,0.99735,1672.16
4.55789,0.476316,36.11111111111112,0.997766,1676.36
4.55789,0.515789,36.11111111111112,0.998071,1680.68
4.55789,0.555263,36.11111111111112,0.998304,1685.1
4.55789,0.594737,36.11111111111112,0.998488,1689.61
4.55789,0.634211,36.11111111111112,0.998637,1694.21
4.55789,0.673684,36.11111111111112,0.99876,1698.89
4.55789,0.713158,36.11111111111112,0.998863,1703.64
4.55789,0.752632,36.11111111111112,0.998951,1708.44
4.55789,0.792105,36.11111111111112,0.999027,1713.31
4.55789,0.831579,36.11111111111112,0.999092,1718.24
4.55789,0.871053,36.11111111111112,0.99915,1723.21
4.55789,0.910526,36.11111111111112,0.999201,1728.22
4.55789,0.95,36.11111111111112,0.999247,1733.28
4.77895,0.2,36.11111111111112,0.953947,1662.93
4.77895,0.239474,36.11111111111112,0.985714,1666.05
4.77895,0.278947,36.11111111111112,0.992838,1669.4
4.77895,0.318421,36.11111111111112,0.995331,1672.89
4.77895,0.357895,36.11111111111112,0.996557,1676.52
4.77895,0.397368,36.11111111111112,0.997279,1680.29
4.77895,0.436842,36.11111111111112,0.997754,1684.19
4.77895,0.476316,36.11111111111112,0.99809,1688.21
4.77895,0.515789,36.11111111111112,0.99834,1692.35
4.77895,0.555263,36.11111111111112,0.998533,1696.59
4.77895,0.594737,36.11111111111112,0.998686,1700.93
4.77895,0.634211,36.11111111111112,0.998812,1705.35
4.77895,0.673684,36.11111111111112,0.998916,1709.85
4.77895,0.713158,36.11111111111112,0.999003,1714.42
4.77895,0.752632,36.11111111111112,0.999078,1719.05
4.77895,0.792105,36.11111111111112,0.999143,1723.75
4.77895,0.831579,36.11111111111112,0.9992,1728.49
4.77895,0.871053,36.11111111111112,0.99925,1733.29
4.77895,0.910526,36.11111111111112,0.999294,1738.13
4.77895,0.95,36.11111111111112,0.999334,1743.01
5.0,0.2,36.11111111111112,0.968628,1675.22
5.0,0.239474,36.11111111111112,0.989679,1678.23
5.0,0.278947,36.11111111111112,0.994358,1681.41
5.0,0.318421,36.11111111111112,0.996165,1684.73
5.0,0.357895,36.11111111111112,0.997105,1688.19
5.0,0.397368,36.11111111111112,0.997679,1691.78
5.0,0.436842,36.11111111111112,0.998065,1695.51
5.0,0.476316,36.11111111111112,0.998342,1699.36
5.0,0.515789,36.11111111111112,0.998551,1703.33
5.0,0.555263,36.11111111111112,0.998714,1707.41
5.0,0.594737,36.11111111111112,0.998844,1711.58
5.0,0.634211,36.11111111111112,0.998951,1715.83
5.0,0.673684,36.11111111111112,0.999041,1720.17
5.0,0.713158,36.11111111111112,0.999116,1724.57
5.0,0.752632,36.11111111111112,0.999181,1729.04
5.0,0.792105,36.11111111111112,0.999238,1733.57
5.0,0.831579,36.11111111111112,0.999287,1738.15
5.0,0.871053,36.11111111111112,0.999331,1742.78
5.0,0.910526,36.11111111111112,0.99937,1747.45
5.0,0.95,36.11111111111112,0.999404,1752.17
0.8,0.2,19.444444444444443,0.506215,623.699
0.8,0.239474,19.444444444444443,0.559365,629.182
0.8,0.278947,19.444444444444443,0.604117,634.748
0.8,0.318421,19.444444444444443,0.642199,640.388
0.8,0.357895,19.444444444444443,0.674904,646.097
0.8,0.397368,19.444444444444443,0.703218,651.869
0.8,0.436842,19.444444444444443,0.727903,657.7
0.8,0.476316,19.444444444444443,0.749561,663.587
0.8,0.515789,19.444444444444443,0.768672,669.52
0.8,0.555263,19.444444444444443,0.785623,675.497
0.8,0.594737,19.444444444444443,0.80073,681.515
0.8,0.634211,19.444444444444443,0.814252,687.571
0.8,0.673684,19.444444444444443,0.826406,693.661
0.8,0.713158,19.444444444444443,0.837371,699.783
0.8,0.752632,19.444444444444443,0.847298,705.938
0.8,0.792105,19.444444444444443,0.856314,712.116
0.8,0.831579,19.444444444444443,0.864529,718.318
0.8,0.871053,19.444444444444443,0.872036,724.543
0.8,0.910526,19.444444444444443,0.878914,730.786
0.8,0.95,19.444444444444443,0.885231,737.047
1.02105,0.2,19.444444444444443,0.532672,655.015
1.02105,0.239474,19.444444444444443,0.587294,660.059
1.02105,0.278947,19.444444444444443,0.632961,665.183
1.02105,0.318421,19.444444444444443,0.671555,670.383
1.02105,0.357895,19.444444444444443,0.704475,675.652
1.02105,0.397368,19.444444444444443,0.732783,680.987
1.02105,0.436842,19.444444444444443,0.7573,686.382
1.02105,0.476316,19.444444444444443,0.778668,691.832
1.02105,0.515789,19.444444444444443,0.797398,697.333
1.02105,0.555263,19.444444444444443,0.813902,702.881
1.02105,0.594737,19.444444444444443,0.828514,708.471
1.02105,0.634211,19.444444444444443,0.841508,714.1
1.02105,0.673684,19.444444444444443,0.85311,719.765
1.02105,0.713158,19.444444444444443,0.863508,725.463
1.02105,0.752632,19.444444444444443,0.87286,731.189
1.02105,0.792105,19.444444444444443,0.881298,736.944
1.02105,0.831579,19.444444444444443,0.888936,742.723
1.02105,0.871053,19.444444444444443,0.895869,748.526
1.02105,0.910526,19.444444444444443,0.902179,754.349
1.02105,0.95,19.444444444444443,0.907937,760.191
1.24211,0.2,19.444444444444443,0.559078,682.619
1.24211,0.239474,19.444444444444443,0.61516,687.271
1.24211,0.278947,19.444444444444443,0.661732,692.005
1.24211,0.318421,19.444444444444443,0.700827,696.815
1.24211,0.357895,19.444444444444443,0.733952,701.697
1.24211,0.397368,19.444444444444443,0.762245,706.646
1.24211,0.436842,19.444444444444443,0.786581,711.657
1.24211,0.476316,19.444444444444443,0.807643,716.725
1.24211,0.515789,19.444444444444443,0.825975,721.845
1.24211,0.555263,19.444444444444443,0.84201,727.013
1.24211,0.594737,19.444444444444443,0.856101,732.225
1.24211,0.634211,19.444444444444443,0.868535,737.477
1.24211,0.673684,19.444444444444443,0.879549,742.766
1.24211,0.713158,19.444444444444443,0.889339,748.089
1.24211,0.752632,19.444444444444443,0.89807,753.442
1.24211,0.792105,19.444444444444443,0.905879,758.824
1.24211,0.831579,19.444444444444443,0.912884,764.232
1.24211,0.871053,19.444444444444443,0.919184,769.663
1.24211,0.910526,19.444444444444443,0.924864,775.115
1.24211,0.95,19.444444444444443,0.929998,780.588
1.46316,0.2,19.444444444444443,0.585428,707.13
1.46316,0.239474,19.444444444444443,0.642956,711.433
1.46316,0.278947,19.444444444444443,0.690418,715.819
1.46316,0.318421,19.444444444444443,0.729999,720.283
1.46316,0.357895,19.444444444444443,0.763309,724.821
1.46316,0.397368,19.444444444444443,0.791562,729.427
1.46316,0.436842,19.444444444444443,0.815684,734.096
1.46316,0.476316,19.444444444444443,0.8364,738.825
1.46316,0.515789,19.444444444444443,0.854281,743.607
1.46316,0.555263,19.444444444444443,0.869784,748.438
1.46316,0.594737,19.444444444444443,0.883276,753.314
1.46316,0.634211,19.444444444444443,0.895059,758.232
1.46316,0.673684,19.444444444444443,0.90538,763.188
1.46316,0.713158,19.444444444444443,0.914445,768.179
1.46316,0.752632,19.444444444444443,0.922425,773.201
1.46316,0.792105,19.444444444444443,0.929466,778.252
1.46316,0.831579,19.444444444444443,0.935692,783.33
1.46316,0.871053,19.444444444444443,0.941207,788.433
1.46316,0.910526,19.444444444444443,0.946101,793.556
1.46316,0.95,19.444444444444443,0.950454,798.701
1.68421,0.2,19.444444444444443,0.611718,729.039
1.68421,0.239474,19.444444444444443,0.670671,733.028
1.68421,0.278947,19.444444444444443,0.719002,737.103
1.68421,0.318421,19.444444444444443,0.75904,741.257
1.68421,0.357895,19.444444444444443,0.792497,745.486
1.68421,0.397368,19.444444444444443,0.820655,749.786
1.68421,0.436842,19.444444444444443,0.844491,754.151
1.68421,0.476316,19.444444444444443,0.864765,758.575
1.68421,0.515789,19.444444444444443,0.882073,763.056
1.68421,0.555263,19.444444444444443,0.896889,767.587
1.68421,0.594737,19.444444444444443,0.909599,772.164
1.68421,0.634211,19.444444444444443,0.920517,776.784
1.68421,0.673684,19.444444444444443,0.929904,781.443
1.68421,0.713158,19.444444444444443,0.937979,786.137
1.68421,0.752632,19.444444444444443,0.944928,790.864
1.68421,0.792105,19.444444444444443,0.950913,795.621
1.68421,0.831579,19.444444444444443,0.956071,800.405
1.68421,0.871053,19.444444444444443,0.960523,805.214
1.68421,0.910526,19.444444444444443,0.964371,810.045
1.68421,0.95,19.444444444444443,0.967705,814.898
1.90526,0.2,19.444444444444443,0.637939,748.739
1.90526,0.239474,19.444444444444443,0.698293,752.445
1.90526,0.278947,19.444444444444443,0.747456,756.238
1.90526,0.318421,19.444444444444443,0.787901,760.113
1.90526,0.357895,19.444444444444443,0.82143,764.065
1.90526,0.397368,19.444444444444443,0.849387,768.089
1.90526,0.436842,19.444444444444443,0.872788,772.18
1.90526,0.476316,19.444444444444443,0.892416,776.334
1.90526,0.515789,19.444444444444443,0.908886,780.543
1.90526,0.555263,19.444444444444443,0.92269,784.8
1.90526,0.594737,19.444444444444443,0.934231,789.114
1.90526,0.634211,19.444444444444443,0.943849,793.467
1.90526,0.673684,19.444444444444443,0.951839,797.86
1.90526,0.713158,19.444444444444443,0.958458,802.29
1.90526,0.752632,19.444444444444443,0.963935,806.753
1.90526,0.792105,19.444444444444443,0.968468,811.247
1.90526,0.831579,19.444444444444443,0.972228,815.768
1.90526,0.871053,19.444444444444443,0.975359,820.314
1.90526,0.910526,19.444444444444443,0.977981,824.883
1.90526,0.95,19.444444444444443,0.980188,829.474
2.12632,0.2,19.444444444444443,0.664081,766.54
2.12632,0.239474,19.444444444444443,0.725799,769.989
2.12632,0.278947,19.444444444444443,0.775741,773.528
2.12632,0.318421,19.444444444444443,0.816505,777.15
2.12632,0.357895,19.444444444444443,0.849971,780.851
2.12632,0.397368,19.444444444444443,0.87752,784.626
2.12632,0.436842,19.444444444444443,0.900186,788.47
2.12632,0.476316,19.444444444444443,0.918757,792.377
2.12632,0.515789,19.444444444444443,0.93386,796.343
2.12632,0.555263,19.444444444444443,0.946021,800.362
2.12632,0.594737,19.444444444444443,0.955706,804.431
2.12632,0.634211,19.444444444444443,0.963349,808.545
2.12632,0.673684,19.444444444444443,0.969348,812.699
2.12632,0.713158,19.444444444444443,0.974054,816.891
2.12632,0.752632,19.444444444444443,0.977762,821.117
2.12632,0.792105,19.444444444444443,0.980707,825.374
2.12632,0.831579,19.444444444444443,0.983072,829.659
2.12632,0.871053,19.444444444444443,0.984994,833.968
2.12632,0.910526,19.444444444444443,0.986573,838.302
2.12632,0.95,19.444444444444443,0.987888,842.657
2.34737,0.2,19.444444444444443,0.690134,782.71
2.34737,0.239474,19.444444444444443,0.753164,785.925
2.34737,0.278947,19.444444444444443,0.803797,789.232
2.34737,0.318421,19.444444444444443,0.844732,792.624
2.34737,0.357895,19.444444444444443,0.877885,796.098
2.34737,0.397368,19.444444444444443,0.90463,799.648
2.34737,0.436842,19.444444444444443,0.925973,803.268
2.34737,0.476316,19.444444444444443,0.942698,806.954
2.34737,0.515789,19.444444444444443,0.955504,810.701
2.34737,0.555263,19.444444444444443,0.96509,814.503
2.34737,0.594737,19.444444444444443,0.972158,818.355
2.34737,0.634211,19.444444444444443,0.977353,822.254
2.34737,0.673684,19.444444444444443,0.981202,826.194
2.34737,0.713158,19.444444444444443,0.984098,830.171
2.34737,0.752632,19.444444444444443,0.986319,834.182
2.34737,0.792105,19.444444444444443,0.988057,838.224
2.34737,0.831579,19.444444444444443,0.989442,842.293
2.34737,0.871053,19.444444444444443,0.990566,846.387
2.34737,0.910526,19.444444444444443,0.991492,850.506
2.34737,0.95,19.444444444444443,0.992266,854.645
2.56842,0.2,19.444444444444443,0.716079,797.46
2.56842,0.239474,19.444444444444443,0.780347,800.46
2.56842,0.278947,19.444444444444443,0.831531,803.556
2.56842,0.318421,19.444444444444443,0.872377,806.739
2.56842,0.357895,19.444444444444443,0.904755,810.006
2.56842,0.397368,19.444444444444443,0.929939,813.352
2.56842,0.436842,19.444444444444443,0.948878,816.771
2.56842,0.476316,19.444444444444443,0.962514,820.258
2.56842,0.515789,19.444444444444443,0.971963,823.808
2.56842,0.555263,19.444444444444443,0.978401,827.414
2.56842,0.594737,19.444444444444443,0.982824,831.071
2.56842,0.634211,19.444444444444443,0.985938,834.773
2.56842,0.673684,19.444444444444443,0.988198,838.517
2.56842,0.713158,19.444444444444443,0.98989,842.297
2.56842,0.752632,19.444444444444443,0.991192,846.112
2.56842,0.792105,19.444444444444443,0.992219,849.957
2.56842,0.831579,19.444444444444443,0.993047,853.83
2.56842,0.871053,19.444444444444443,0.993726,857.727
2.56842,0.910526,19.444444444444443,0.994293,861.648
2.56842,0.95,19.444444444444443,0.994772,865.591
2.78947,0.2,19.444444444444443,0.741898,810.969
2.78947,0.239474,19.444444444444443,0.807293,813.772
2.78947,0.278947,19.444444444444443,0.858801,816.673
2.78947,0.318421,19.444444444444443,0.899094,819.665
2.78947,0.357895,19.444444444444443,0.929827,822.744
2.78947,0.397368,19.444444444444443,0.952086,825.906
2.78947,0.436842,19.444444444444443,0.967083,829.146
2.78947,0.476316,19.444444444444443,0.976603,832.454
2.78947,0.515789,19.444444444444443,0.982567,835.826
2.78947,0.555263,19.444444444444443,0.986408,839.252
2.78947,0.594737,19.444444444444443,0.988997,842.729
2.78947,0.634211,19.444444444444443,0.990823,846.251
2.78947,0.673684,19.444444444444443,0.992166,849.814
2.78947,0.713158,19.444444444444443,0.993187,853.414
2.78947,0.752632,19.444444444444443,0.993987,857.048
2.78947,0.792105,19.444444444444443,0.994628,860.712
2.78947,0.831579,19.444444444444443,0.995153,864.403
2.78947,0.871053,19.444444444444443,0.995589,868.121
2.78947,0.910526,19.444444444444443,0.995957,871.862
2.78947,0.95,19.444444444444443,0.996272,875.624
3.01053,0.2,19.444444444444443,0.767563,823.385
3.01053,0.239474,19.444444444444443,0.833919,826.007
3.01053,0.278947,19.444444444444443,0.885364,828.73
3.01053,0.318421,19.444444444444443,0.924251,831.548
3.01053,0.357895,19.444444444444443,0.95178,834.459
3.01053,0.397368,19.444444444444443,0.969269,837.457
3.01053,0.436842,19.444444444444443,0.979399,840.534
3.01053,0.476316,19.444444444444443,0.985202,843.679
3.01053,0.515789,19.444444444444443,0.988704,846.885
3.01053,0.555263,19.444444444444443,0.990968,850.145
3.01053,0.594737,19.444444444444443,0.992522,853.456
